Order ID,Order Date,Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Year,Month,Month_Name,Profit_Margin
11238,2024-09-15,West,Pune,Home Decor,Wall Art,2,37711,0,75422.0,3784.17,Net Banking,2024,9,September,0.05017329161252685
11239,2024-05-11,East,Guwahati,Toys,Board Game,4,30120,20,96384.0,6183.22,UPI,2024,5,May,0.0641519339309429
11240,2025-02-07,West,Mumbai,Electronics,Laptop,3,1789,15,4561.95,782.34,COD,2025,2,February,0.17149245388485188
11241,2025-03-27,South,Thiruvananthapuram,Furniture,Sofa,2,27120,0,54240.0,3084.99,UPI,2025,3,March,0.05687665929203539
11242,2024-09-04,East,Kolkata,Groceries,Spices,4,13276,0,53104.0,4194.64,Credit Card,2024,9,September,0.07898915335944562
11243,2024-07-08,South,Thiruvananthapuram,Beauty,Perfume,3,1578,15,4023.9,866.73,Net Banking,2024,7,July,0.21539551181689406
11244,2024-05-22,East,Bhubaneswar,Kitchen,Juicer,5,16068,15,68289.0,11639.76,UPI,2024,5,May,0.17044853490313228
11245,2024-08-28,North,Lucknow,Sports,Cricket Bat,4,37969,10,136688.4,26268.67,Net Banking,2024,8,August,0.1921792193046374
11246,2025-03-11,South,Coimbatore,Home Decor,Lamp,4,41958,10,151048.8,8095.62,Credit Card,2025,3,March,0.053596056373834154
11247,2025-04-29,South,Bangalore,Electronics,Laptop,3,79414,10,214417.8,20422.84,Debit Card,2025,4,April,0.09524787587597672
11248,2024-11-27,North,Chandigarh,Sports,Football,4,56787,15,193075.8,18580.58,COD,2024,11,November,0.09623463945248448
11249,2024-06-26,North,Jaipur,Kitchen,Juicer,4,15661,5,59511.8,4290.49,Net Banking,2024,6,June,0.07209477784237747
11250,2024-04-08,West,Goa,Beauty,Foundation,4,55121,15,187411.4,36536.59,Credit Card,2024,4,April,0.19495393556635293
11251,2025-05-23,West,Mumbai,Furniture,Chair,4,57942,15,197002.8,32957.34,COD,2025,5,May,0.1672937643525879
11252,2025-09-24,West,Ahmedabad,Kitchen,Refrigerator,3,22966,0,68898.0,10901.64,Net Banking,2025,9,September,0.1582286858834799
11253,2023-10-26,North,Jaipur,Toys,Action Figure,3,43825,15,111753.75,7213.9,Credit Card,2023,10,October,0.06455174882274643
11254,2025-08-03,West,Pune,Electronics,Headphones,5,19186,5,91133.5,9314.46,Credit Card,2025,8,August,0.10220676260650582
11255,2024-08-24,East,Guwahati,Sports,Dumbbells,3,52078,20,124987.2,11868.47,Net Banking,2024,8,August,0.09495748364632538
11256,2024-09-23,South,Coimbatore,Groceries,Oil,4,49022,5,186283.6,39618.09,Net Banking,2024,9,September,0.2126762098220133
11257,2024-04-15,West,Surat,Kitchen,Cookware Set,1,28684,20,22947.2,4436.45,COD,2024,4,April,0.1933329556547204
11258,2024-06-13,East,Patna,Home Decor,Lamp,4,67475,5,256405.0,59425.58,UPI,2024,6,June,0.23176451317252003
11259,2023-10-11,East,Patna,Sports,Football,5,29646,0,148230.0,9688.02,Net Banking,2023,10,October,0.06535802469135803
11260,2024-06-15,North,Chandigarh,Furniture,Cabinet,3,43133,10,116459.1,19989.21,Credit Card,2024,6,June,0.17164146039253264
11261,2024-08-06,South,Bangalore,Beauty,Perfume,5,27702,10,124659.0,26106.42,UPI,2024,8,August,0.20942266503020238
11262,2023-11-11,North,Chandigarh,Home Decor,Cushion,4,456,10,1641.6,198.27,Net Banking,2023,11,November,0.12077850877192983
11263,2024-08-31,East,Kolkata,Kitchen,Mixer Grinder,1,79297,0,79297.0,10225.74,UPI,2024,8,August,0.1289549415488606
11264,2024-11-10,North,Chandigarh,Kitchen,Refrigerator,2,55685,5,105801.5,24399.43,UPI,2024,11,November,0.23061516141075505
11265,2025-01-07,East,Ranchi,Kitchen,Microwave,1,8039,20,6431.2,803.22,Net Banking,2025,1,January,0.12489426545590249
11266,2024-11-13,North,Jaipur,Home Decor,Wall Art,2,22703,20,36324.8,3116.14,UPI,2024,11,November,0.08578546888076465
11267,2024-02-04,West,Mumbai,Clothing,Shoes,2,39004,20,62406.4,9123.67,Credit Card,2024,2,February,0.14619766562403855
11268,2025-08-19,East,Ranchi,Books,Textbook,3,47015,5,133992.75,11478.75,UPI,2025,8,August,0.08566694839832752
11269,2024-09-27,West,Mumbai,Electronics,Mobile,1,30002,20,24001.6,3933.68,UPI,2024,9,September,0.16389240717285514
11270,2024-07-03,North,Chandigarh,Sports,Yoga Mat,1,14626,15,12432.1,1605.82,COD,2024,7,July,0.1291672364282784
11271,2024-01-01,North,Lucknow,Furniture,Table,5,29488,0,147440.0,23444.45,Debit Card,2024,1,January,0.1590101058057515
11272,2024-05-30,North,Chandigarh,Kitchen,Cookware Set,3,28862,15,73598.1,6355.73,Net Banking,2024,5,May,0.08635725650526303
11273,2025-05-11,East,Patna,Groceries,Sugar,4,3967,15,13487.8,3316.26,UPI,2025,5,May,0.24587108349767942
11274,2023-12-10,East,Bhubaneswar,Beauty,Perfume,4,27946,0,111784.0,12439.05,Credit Card,2023,12,December,0.11127755313819508
11275,2025-01-01,North,Chandigarh,Groceries,Sugar,1,55905,20,44724.0,11011.43,Debit Card,2025,1,January,0.24620852338789018
11276,2025-08-12,West,Pune,Kitchen,Microwave,1,38764,15,32949.4,2584.71,Debit Card,2025,8,August,0.07844482752341468
11277,2025-08-14,South,Hyderabad,Clothing,Women's Wear,5,15036,10,67662.0,6107.12,Credit Card,2025,8,August,0.09025922970057049
11278,2024-02-25,South,Bangalore,Beauty,Shampoo,2,66296,15,112703.2,27945.83,Debit Card,2024,2,February,0.2479595078045699
11279,2024-09-18,East,Ranchi,Toys,RC Car,5,27902,10,125559.0,20223.06,Debit Card,2024,9,September,0.16106420089360382
11280,2024-03-20,North,Lucknow,Sports,Cricket Bat,4,16273,20,52073.6,6809.53,Debit Card,2024,3,March,0.1307674138142936
11281,2024-06-13,South,Hyderabad,Toys,Puzzle,4,78241,0,312964.0,26867.45,Credit Card,2024,6,June,0.0858483723367544
11282,2024-12-20,West,Surat,Toys,RC Car,5,55215,5,262271.25,60529.81,Net Banking,2024,12,December,0.23079087013921654
11283,2025-02-14,East,Kolkata,Electronics,Laptop,4,25647,10,92329.2,11027.3,UPI,2025,2,February,0.1194345884075677
11284,2024-11-25,West,Pune,Kitchen,Cookware Set,4,52353,10,188470.8,33416.79,UPI,2024,11,November,0.17730486632412026
11285,2024-10-01,West,Goa,Furniture,Bed,2,39647,5,75329.3,15386.06,Net Banking,2024,10,October,0.20425067005799866
11286,2023-12-31,South,Chennai,Furniture,Bed,3,31790,20,76296.0,8592.07,Net Banking,2023,12,December,0.11261494704833805
11287,2025-04-08,South,Hyderabad,Groceries,Wheat,2,35707,15,60701.9,10337.93,Credit Card,2025,4,April,0.1703065307675707
11288,2025-09-01,North,Lucknow,Beauty,Lipstick,3,30776,5,87711.6,16777.27,Debit Card,2025,9,September,0.19127766452783895
11289,2024-05-11,West,Goa,Kitchen,Cookware Set,4,46347,0,185388.0,21047.84,Credit Card,2024,5,May,0.11353399357024187
11290,2024-11-06,West,Ahmedabad,Sports,Cricket Bat,3,53954,0,161862.0,21216.11,Credit Card,2024,11,November,0.13107529871124785
11291,2025-08-29,South,Thiruvananthapuram,Groceries,Wheat,3,21273,20,51055.2,10598.53,Credit Card,2025,8,August,0.20758962848054657
11292,2025-09-28,West,Surat,Toys,RC Car,2,55763,15,94797.1,14126.94,UPI,2025,9,September,0.14902291314818703
11293,2024-05-26,East,Guwahati,Books,Comics,4,57031,15,193905.4,17820.36,Credit Card,2024,5,May,0.09190234000703436
11294,2024-12-29,East,Bhubaneswar,Electronics,Laptop,4,64662,0,258648.0,33868.65,Net Banking,2024,12,December,0.1309449522130463
11295,2024-03-22,South,Coimbatore,Home Decor,Cushion,1,39720,20,31776.0,5637.75,Debit Card,2024,3,March,0.17742163897280966
11296,2024-08-07,North,Amritsar,Clothing,Men's Wear,2,75270,0,150540.0,31539.13,COD,2024,8,August,0.20950664275275674
11297,2025-08-26,West,Pune,Books,Comics,4,19187,15,65235.8,4736.87,Credit Card,2025,8,August,0.07261151085753527
11298,2025-09-23,North,Chandigarh,Sports,Yoga Mat,5,22158,0,110790.0,8082.14,Credit Card,2025,9,September,0.07295008574781117
11299,2024-01-01,South,Thiruvananthapuram,Books,Comics,2,33681,0,67362.0,9850.54,Net Banking,2024,1,January,0.14623289094741843
11300,2025-05-21,South,Thiruvananthapuram,Clothing,Kids Wear,5,32102,5,152484.5,16563.9,UPI,2025,5,May,0.10862677845944999
11301,2025-08-09,West,Surat,Furniture,Cabinet,4,69025,5,262295.0,43946.95,Credit Card,2025,8,August,0.16754779923368726
11302,2025-06-05,North,Amritsar,Home Decor,Clock,2,29802,0,59604.0,5941.58,Debit Card,2025,6,June,0.0996842493792363
11303,2025-02-27,East,Bhubaneswar,Beauty,Face Cream,4,70931,15,241165.4,40413.38,Credit Card,2025,2,February,0.16757536528871886
11304,2025-04-01,South,Bangalore,Toys,Action Figure,2,1129,0,2258.0,437.78,Debit Card,2025,4,April,0.19387953941541186
11305,2024-01-20,North,Chandigarh,Furniture,Cabinet,2,75247,0,150494.0,27592.81,UPI,2024,1,January,0.18334823979693543
11306,2024-07-27,South,Bangalore,Groceries,Oil,1,38320,10,34488.0,6757.01,COD,2024,7,July,0.19592350962653676
11307,2025-03-04,West,Ahmedabad,Clothing,Shoes,2,53249,20,85198.4,11263.07,Debit Card,2025,3,March,0.1321981398711713
11308,2024-04-23,North,Delhi,Beauty,Lipstick,3,46270,20,111048.0,10218.39,UPI,2024,4,April,0.09201777609682299
11309,2025-05-29,West,Pune,Home Decor,Clock,4,27248,5,103542.4,12563.32,Debit Card,2025,5,May,0.12133502796921841
11310,2024-09-21,East,Guwahati,Furniture,Sofa,2,36932,5,70170.8,17213.64,Credit Card,2024,9,September,0.24531058502967043
11311,2024-08-20,West,Surat,Groceries,Spices,5,18389,0,91945.0,10926.62,COD,2024,8,August,0.1188386535428789
11312,2023-11-05,South,Bangalore,Clothing,Women's Wear,5,14946,20,59784.0,12405.11,Debit Card,2023,11,November,0.2074988291181587
11313,2025-03-04,West,Pune,Groceries,Spices,4,9616,0,38464.0,7110.4,UPI,2025,3,March,0.18485856905158068
11314,2023-10-21,North,Chandigarh,Beauty,Lipstick,1,79998,10,71998.2,5443.8,Credit Card,2023,10,October,0.07561022358892307
11315,2025-03-25,North,Chandigarh,Home Decor,Clock,4,58740,20,187968.0,44491.13,Net Banking,2025,3,March,0.23669523535921005
11316,2024-12-07,East,Kolkata,Groceries,Oil,2,25518,0,51036.0,4992.62,COD,2024,12,December,0.09782545654048122
11317,2024-05-11,North,Delhi,Beauty,Face Cream,5,34673,10,156028.5,23506.05,Credit Card,2024,5,May,0.1506522846787606
11318,2023-12-15,West,Ahmedabad,Sports,Yoga Mat,3,70082,15,178709.1,14873.82,COD,2023,12,December,0.08322922559623433
11319,2024-10-14,South,Chennai,Books,Textbook,3,18201,0,54603.0,7129.22,Debit Card,2024,10,October,0.1305646209915206
11320,2025-05-18,East,Kolkata,Books,Non-Fiction,4,59487,10,214153.2,44895.67,COD,2025,5,May,0.20964276975548343
11321,2024-02-02,North,Lucknow,Sports,Cricket Bat,4,47183,0,188732.0,29552.34,COD,2024,2,February,0.15658362121950703
11322,2024-03-21,West,Mumbai,Toys,Doll,1,17904,0,17904.0,2671.04,Credit Card,2024,3,March,0.14918677390527257
11323,2024-04-14,South,Hyderabad,Books,Fiction,3,72148,0,216444.0,15676.05,UPI,2024,4,April,0.07242543105838
11324,2023-12-04,East,Ranchi,Clothing,Women's Wear,5,60301,10,271354.5,29546.39,Debit Card,2023,12,December,0.10888483515106623
11325,2025-01-26,North,Jaipur,Beauty,Foundation,3,57840,5,164844.0,38325.73,Net Banking,2025,1,January,0.23249696682924464
11326,2024-12-02,South,Chennai,Groceries,Rice,4,3166,20,10131.2,758.31,Credit Card,2024,12,December,0.07484898136449777
11327,2024-05-22,North,Lucknow,Books,Comics,2,60662,5,115257.8,13502.63,Net Banking,2024,5,May,0.11715155069765343
11328,2024-05-14,West,Surat,Clothing,Kids Wear,5,36207,20,144828.0,19373.73,Credit Card,2024,5,May,0.13377061065539814
11329,2024-09-06,North,Amritsar,Books,Textbook,2,38918,5,73944.2,14106.37,Debit Card,2024,9,September,0.19077047287008314
11330,2024-02-05,East,Patna,Books,Textbook,5,35494,10,159723.0,21166.83,Net Banking,2024,2,February,0.13252211641404182
11331,2024-08-15,West,Surat,Books,Biography,5,23933,5,113681.75,17312.94,COD,2024,8,August,0.15229304615736475
11332,2024-11-17,North,Delhi,Groceries,Rice,5,18658,20,74632.0,14566.03,Credit Card,2024,11,November,0.1951713742094544
11333,2025-05-16,West,Goa,Clothing,Kids Wear,3,41018,0,123054.0,8004.32,Credit Card,2025,5,May,0.06504721504380191
11334,2025-08-29,North,Jaipur,Beauty,Perfume,3,21252,20,51004.8,4226.24,Credit Card,2025,8,August,0.08285965242486981
11335,2024-10-05,North,Amritsar,Groceries,Wheat,2,38122,0,76244.0,17850.18,COD,2024,10,October,0.23411914380147947
11336,2024-07-03,North,Chandigarh,Beauty,Shampoo,3,65725,15,167598.75,16849.96,Net Banking,2024,7,July,0.1005375040088306
11337,2025-06-18,South,Hyderabad,Kitchen,Cookware Set,1,60692,0,60692.0,12144.4,UPI,2025,6,June,0.2000988598167798
11338,2025-01-27,West,Goa,Sports,Cricket Bat,1,37181,0,37181.0,7137.9,COD,2025,1,January,0.19197708507033162
11339,2025-02-08,East,Kolkata,Home Decor,Cushion,5,21701,15,92229.25,5253.64,COD,2025,2,February,0.056962839879973005
11340,2024-12-29,East,Patna,Toys,Puzzle,2,40032,5,76060.8,7298.68,UPI,2024,12,December,0.0959584963608061
11341,2024-01-02,West,Ahmedabad,Beauty,Shampoo,1,6543,0,6543.0,424.27,Net Banking,2024,1,January,0.0648433440317897
11342,2024-06-02,North,Amritsar,Beauty,Perfume,4,59012,0,236048.0,19600.82,COD,2024,6,June,0.08303743306446146
11343,2024-11-26,North,Chandigarh,Toys,RC Car,4,13363,15,45434.2,9134.44,COD,2024,11,November,0.20104766893661605
11344,2024-09-11,West,Mumbai,Kitchen,Refrigerator,3,48616,20,116678.4,14084.13,Credit Card,2024,9,September,0.12070897441171631
11345,2025-04-06,West,Goa,Books,Fiction,1,26132,0,26132.0,2268.91,UPI,2025,4,April,0.08682496555946731
11346,2024-05-03,West,Pune,Home Decor,Lamp,5,61732,10,277794.0,35313.13,COD,2024,5,May,0.12711984420109865
11347,2024-08-17,East,Guwahati,Books,Biography,3,12256,10,33091.2,2875.01,Credit Card,2024,8,August,0.0868814065370854
11348,2024-10-28,North,Jaipur,Furniture,Chair,4,2901,15,9863.4,1198.77,COD,2024,10,October,0.12153719812640672
11349,2025-01-23,West,Ahmedabad,Clothing,Accessories,1,28655,10,25789.5,5686.13,Net Banking,2025,1,January,0.2204823668547277
11350,2025-06-01,South,Thiruvananthapuram,Toys,Doll,2,16766,20,26825.6,6020.63,COD,2025,6,June,0.2244359865203388
11351,2025-01-20,North,Jaipur,Furniture,Bed,4,74890,0,299560.0,30319.01,Credit Card,2025,1,January,0.10121181065562825
11352,2024-12-30,North,Delhi,Furniture,Sofa,5,78400,15,333200.0,72215.26,COD,2024,12,December,0.21673247298919565
11353,2024-02-26,North,Chandigarh,Toys,Doll,3,53443,5,152312.55,8913.05,Debit Card,2024,2,February,0.058518158877912556
11354,2023-10-24,South,Thiruvananthapuram,Kitchen,Refrigerator,2,45753,5,86930.7,4380.43,COD,2023,10,October,0.05038990828326472
11355,2025-07-24,East,Bhubaneswar,Sports,Cricket Bat,3,47663,0,142989.0,29454.77,COD,2025,7,July,0.20599325822266049
11356,2024-10-26,South,Thiruvananthapuram,Kitchen,Juicer,2,69740,20,111584.0,12090.26,Debit Card,2024,10,October,0.10835119730427302
11357,2024-07-24,South,Hyderabad,Sports,Yoga Mat,1,23482,5,22307.9,2350.07,COD,2024,7,July,0.10534698470048727
11358,2023-10-25,North,Chandigarh,Home Decor,Cushion,2,47485,0,94970.0,12609.38,COD,2023,10,October,0.13277224386648415
11359,2024-07-03,North,Jaipur,Sports,Yoga Mat,1,30547,20,24437.6,1504.09,COD,2024,7,July,0.06154818803810522
11360,2024-11-13,South,Bangalore,Sports,Dumbbells,3,79296,0,237888.0,55089.14,UPI,2024,11,November,0.23157595170836695
11361,2025-04-11,East,Kolkata,Toys,Puzzle,4,43841,20,140291.2,15960.84,Net Banking,2025,4,April,0.11376935973175793
11362,2024-07-11,North,Amritsar,Books,Biography,5,61062,20,244248.0,35178.03,Net Banking,2024,7,July,0.14402586715141985
11363,2024-12-18,East,Patna,Furniture,Chair,1,38588,10,34729.2,2648.1,UPI,2024,12,December,0.07624995680867973
11364,2025-07-31,West,Goa,Furniture,Bed,2,13018,0,26036.0,4611.76,Net Banking,2025,7,July,0.17713012751574744
11365,2023-10-28,North,Amritsar,Groceries,Spices,2,63094,5,119878.6,17242.69,COD,2023,10,October,0.1438345959996196
11366,2024-10-02,East,Patna,Clothing,Men's Wear,1,32692,10,29422.8,5974.92,COD,2024,10,October,0.20307108772788451
11367,2025-07-10,North,Amritsar,Books,Non-Fiction,1,47091,5,44736.45,10667.21,Credit Card,2025,7,July,0.23844560755267796
11368,2025-07-09,East,Guwahati,Electronics,Laptop,4,37965,0,151860.0,9477.24,COD,2025,7,July,0.06240774397471355
11369,2025-05-21,East,Guwahati,Toys,Board Game,1,32354,5,30736.3,3811.01,UPI,2025,5,May,0.123990525860302
11370,2025-03-30,North,Amritsar,Beauty,Shampoo,4,445,5,1691.0,358.78,Credit Card,2025,3,March,0.21217031342400944
11371,2025-03-13,West,Surat,Home Decor,Clock,1,32556,15,27672.6,4234.91,Net Banking,2025,3,March,0.15303621632951006
11372,2024-03-24,South,Chennai,Electronics,Headphones,4,40124,15,136421.6,19061.19,COD,2024,3,March,0.13972266855102122
11373,2024-11-12,West,Goa,Beauty,Face Cream,4,65371,5,248409.8,48897.74,COD,2024,11,November,0.19684303920376733
11374,2024-09-24,North,Jaipur,Toys,Doll,5,43156,0,215780.0,49195.96,COD,2024,9,September,0.22799128742237465
11375,2025-01-03,West,Ahmedabad,Sports,Cricket Bat,2,32871,20,52593.6,8592.82,Credit Card,2025,1,January,0.16338147607313439
11376,2023-12-17,South,Chennai,Clothing,Shoes,4,56993,10,205174.8,33028.02,COD,2023,12,December,0.1609750320214763
11377,2024-05-06,West,Mumbai,Sports,Yoga Mat,1,51149,10,46034.1,3886.96,COD,2024,5,May,0.08443653726259447
11378,2024-11-12,North,Amritsar,Clothing,Women's Wear,5,74691,0,373455.0,47947.78,COD,2024,11,November,0.12838971228126547
11379,2023-12-02,South,Chennai,Clothing,Accessories,5,59691,5,283532.25,43006.04,Debit Card,2023,12,December,0.1516795355731138
11380,2025-07-24,West,Mumbai,Kitchen,Cookware Set,5,27714,15,117784.5,21282.16,UPI,2025,7,July,0.18068727209437574
11381,2024-04-08,South,Chennai,Home Decor,Lamp,1,19094,15,16229.9,1241.6,Credit Card,2024,4,April,0.07650077942562801
11382,2025-03-30,South,Chennai,Clothing,Shoes,3,69544,5,198200.4,22915.35,Debit Card,2025,3,March,0.11561707241761368
11383,2023-12-10,South,Coimbatore,Beauty,Lipstick,4,45913,5,174469.4,9344.72,Debit Card,2023,12,December,0.05356079633448616
11384,2024-03-09,East,Patna,Home Decor,Lamp,4,36107,15,122763.8,27355.49,Debit Card,2024,3,March,0.22283026429615246
11385,2024-06-01,West,Surat,Furniture,Sofa,1,3801,10,3420.9,205.0,Credit Card,2024,6,June,0.05992575053348534
11386,2024-06-18,East,Patna,Groceries,Spices,1,57929,15,49239.65,7740.55,COD,2024,6,June,0.1572015641865854
11387,2024-07-02,West,Ahmedabad,Groceries,Wheat,5,21407,10,96331.5,12981.09,Net Banking,2024,7,July,0.13475436383737407
11388,2024-05-14,North,Lucknow,Home Decor,Lamp,4,46703,5,177471.4,28394.16,Credit Card,2024,5,May,0.15999287772565043
11389,2025-01-24,North,Delhi,Beauty,Lipstick,1,30391,15,25832.35,2886.23,UPI,2025,1,January,0.11172928517924231
11390,2024-11-12,West,Pune,Home Decor,Vase,5,51544,10,231948.0,13321.02,Credit Card,2024,11,November,0.05743106213461638
11391,2024-10-10,North,Chandigarh,Toys,RC Car,2,15156,10,27280.8,6486.86,Credit Card,2024,10,October,0.2377811501128999
11392,2025-01-03,North,Chandigarh,Kitchen,Cookware Set,1,4842,0,4842.0,1158.75,Net Banking,2025,1,January,0.23931226765799257
11393,2025-04-22,North,Jaipur,Toys,Puzzle,4,47431,15,161265.4,9602.02,Debit Card,2025,4,April,0.059541724387252325
11394,2024-04-12,East,Patna,Sports,Football,1,4254,5,4041.3,378.57,Net Banking,2024,4,April,0.09367530250167025
11395,2024-01-17,East,Bhubaneswar,Groceries,Sugar,2,66728,20,106764.8,25571.79,COD,2024,1,January,0.23951517728689606
11396,2024-12-12,South,Coimbatore,Clothing,Kids Wear,4,34919,5,132692.2,8957.49,COD,2024,12,December,0.06750577652642732
11397,2024-03-18,South,Bangalore,Sports,Cricket Bat,2,69831,15,118712.7,6713.08,COD,2024,3,March,0.05654896232669293
11398,2025-02-10,South,Thiruvananthapuram,Books,Textbook,5,16738,10,75321.0,15368.06,UPI,2025,2,February,0.2040342002894279
11399,2024-09-23,South,Hyderabad,Furniture,Cabinet,1,27395,10,24655.5,2317.42,Net Banking,2024,9,September,0.093992009896372
11400,2024-02-10,West,Ahmedabad,Groceries,Sugar,4,36193,20,115817.6,11661.58,COD,2024,2,February,0.10068918713563396
11401,2024-09-25,North,Chandigarh,Sports,Football,3,1189,5,3388.65,236.43,Net Banking,2024,9,September,0.06977114780222213
11402,2025-07-08,South,Bangalore,Books,Comics,1,9126,10,8213.4,871.79,UPI,2025,7,July,0.10614240144154674
11403,2023-12-16,West,Ahmedabad,Sports,Tennis Racket,4,42688,20,136601.6,16886.7,Net Banking,2023,12,December,0.12362007472826086
11404,2025-07-04,East,Ranchi,Electronics,Laptop,5,57067,5,271068.25,23095.88,Debit Card,2025,7,July,0.08520319144717244
11405,2025-06-02,West,Mumbai,Kitchen,Refrigerator,4,41620,0,166480.0,32961.75,UPI,2025,6,June,0.19799225132148005
11406,2024-11-16,North,Delhi,Electronics,Laptop,1,37428,5,35556.6,2974.74,COD,2024,11,November,0.08366210492566781
11407,2024-12-13,West,Mumbai,Furniture,Bed,3,17042,15,43457.1,10061.05,Credit Card,2024,12,December,0.23151682924079148
11408,2025-03-08,South,Bangalore,Toys,Doll,2,72925,20,116680.0,10906.98,UPI,2025,3,March,0.09347771683236202
11409,2025-07-09,East,Kolkata,Groceries,Oil,5,42402,10,190809.0,26049.57,Credit Card,2025,7,July,0.1365217049510243
11410,2024-07-28,North,Lucknow,Home Decor,Vase,3,62626,0,187878.0,13928.71,COD,2024,7,July,0.07413699315513259
11411,2024-12-11,East,Ranchi,Books,Comics,1,27474,0,27474.0,4052.31,Net Banking,2024,12,December,0.14749617820484823
11412,2024-11-05,West,Surat,Beauty,Perfume,3,50954,20,122289.6,10100.8,Net Banking,2024,11,November,0.08259737541050097
11413,2025-08-05,South,Thiruvananthapuram,Toys,Doll,2,5007,20,8011.2,1968.74,COD,2025,8,August,0.24574845216696625
11414,2024-02-20,West,Ahmedabad,Home Decor,Lamp,4,62119,10,223628.4,55725.11,Net Banking,2024,2,February,0.2491861945978239
11415,2025-02-24,West,Pune,Beauty,Lipstick,4,20217,0,80868.0,6742.94,UPI,2025,2,February,0.08338205470643517
11416,2025-03-30,North,Jaipur,Sports,Dumbbells,3,25307,20,60736.8,11776.86,COD,2025,3,March,0.19389990911605484
11417,2024-01-02,West,Pune,Beauty,Foundation,4,23916,0,95664.0,15179.03,COD,2024,1,January,0.15867024167921057
11418,2024-09-08,North,Chandigarh,Books,Comics,3,6415,15,16358.25,1430.73,Credit Card,2024,9,September,0.08746228967034983
11419,2023-12-15,North,Delhi,Books,Non-Fiction,4,43919,10,158108.4,23976.18,Net Banking,2023,12,December,0.15164393542658075
11420,2023-10-18,North,Lucknow,Electronics,Mobile,5,43422,10,195399.0,16213.31,Debit Card,2023,10,October,0.08297539905526641
11421,2023-11-21,East,Guwahati,Sports,Tennis Racket,2,54001,0,108002.0,16629.38,COD,2023,11,November,0.1539728893909372
11422,2024-07-20,East,Patna,Toys,Puzzle,4,13912,5,52865.6,3136.41,COD,2024,7,July,0.059327994007445296
11423,2024-08-18,North,Amritsar,Sports,Tennis Racket,3,44421,10,119936.7,14181.28,Net Banking,2024,8,August,0.11823970477760352
11424,2024-07-01,South,Coimbatore,Books,Fiction,4,26402,15,89766.8,11167.83,Credit Card,2024,7,July,0.12440935847106056
11425,2023-10-20,North,Lucknow,Books,Fiction,2,48812,20,78099.2,5054.2,Debit Card,2023,10,October,0.06471513152503483
11426,2025-08-31,South,Chennai,Books,Fiction,2,16765,20,26824.0,3134.93,Net Banking,2025,8,August,0.11687033999403519
11427,2024-03-15,West,Ahmedabad,Electronics,Headphones,4,70205,0,280820.0,59885.0,Net Banking,2024,3,March,0.2132504807349904
11428,2024-05-24,North,Delhi,Home Decor,Wall Art,3,79374,15,202403.7,48725.77,Net Banking,2024,5,May,0.24073556955727585
11429,2024-11-09,East,Kolkata,Electronics,Mobile,1,50990,0,50990.0,11837.53,UPI,2024,11,November,0.23215395175524614
11430,2024-01-15,East,Ranchi,Groceries,Sugar,5,3019,0,15095.0,858.18,Net Banking,2024,1,January,0.05685193772772441
11431,2023-10-22,West,Surat,Kitchen,Juicer,2,69886,0,139772.0,23487.65,Debit Card,2023,10,October,0.16804259794522508
11432,2024-05-29,West,Ahmedabad,Kitchen,Mixer Grinder,1,13377,0,13377.0,1758.03,Debit Card,2024,5,May,0.13142184346265978
11433,2025-08-22,North,Amritsar,Clothing,Men's Wear,3,53574,20,128577.6,25557.86,Net Banking,2025,8,August,0.19877381441246375
11434,2025-08-13,East,Ranchi,Home Decor,Clock,4,16159,10,58172.4,10005.43,Credit Card,2025,8,August,0.17199617000501957
11435,2024-09-18,West,Ahmedabad,Furniture,Bed,4,54791,15,186289.4,12177.83,UPI,2024,9,September,0.06537049343655624
11436,2024-06-02,South,Coimbatore,Books,Comics,2,50012,15,85020.4,4700.81,Credit Card,2024,6,June,0.05529037736825516
11437,2025-03-18,West,Goa,Toys,RC Car,4,73997,5,281188.6,55793.97,COD,2025,3,March,0.19842187770058958
11438,2024-07-14,South,Thiruvananthapuram,Clothing,Women's Wear,5,51750,10,232875.0,13220.24,COD,2024,7,July,0.0567696833064949
11439,2024-02-19,South,Chennai,Beauty,Face Cream,3,33780,10,91206.0,17898.65,COD,2024,2,February,0.19624421638927264
11440,2025-06-13,East,Bhubaneswar,Clothing,Women's Wear,4,58069,5,220662.2,34599.74,Net Banking,2025,6,June,0.15679957872259043
11441,2025-02-13,West,Surat,Sports,Tennis Racket,3,6783,20,16279.2,1772.92,Credit Card,2025,2,February,0.10890707160057005
11442,2024-09-19,East,Bhubaneswar,Beauty,Foundation,3,46887,0,140661.0,34962.57,Net Banking,2024,9,September,0.24855908887324846
11443,2025-02-24,South,Bangalore,Books,Fiction,5,48885,10,219982.5,20736.37,Credit Card,2025,2,February,0.0942637255236212
11444,2024-09-14,East,Bhubaneswar,Clothing,Women's Wear,3,50793,5,144760.05,31253.32,UPI,2024,9,September,0.21589741092241957
11445,2024-04-18,West,Pune,Furniture,Sofa,1,16997,0,16997.0,2959.07,Credit Card,2024,4,April,0.17409366358769196
11446,2024-08-14,South,Chennai,Beauty,Shampoo,1,54181,5,51471.95,12268.1,Debit Card,2024,8,August,0.23834535120585099
11447,2025-07-04,South,Chennai,Kitchen,Juicer,3,79851,20,191642.4,30465.58,UPI,2025,7,July,0.15897097928224654
